s,"tamp,datetime,","humidity,t",emperature
"""","1497832747"",""",19/06/2017,"0:39:7"",""69.2"",""15.5"""
"""","1497832748"",""",19/06/2017,"0:39:8"",""69.2"",""15.5"""
"""","1497832749"",""",19/06/2017,"0:39:9"",""69.2"",""15.5"""
"""","1497832750"",""",19/06/2017,"0:39:10"",""69.2"",""15.5"""
"""","1497832751"",""",19/06/2017,"0:39:11"",""69.2"",""15.5"""
"""","1497832752"",""",19/06/2017,"0:39:12"",""69.2"",""15.5"""
"""","1497832753"",""",19/06/2017,"0:39:13"",""69.2"",""15.5"""
"""","1497832754"",""",19/06/2017,"0:39:14"",""69.2"",""15.5"""
"""","1497832755"",""",19/06/2017,"0:39:15"",""69.2"",""15.5"""
"""","1497832756"",""",19/06/2017,"0:39:16"",""69.2"",""15.5"""
"""","1497832757"",""",19/06/2017,"0:39:17"",""69.2"",""15.5"""
"""","1497832758"",""",19/06/2017,"0:39:18"",""69.2"",""15.5"""
"""","1497832759"",""",19/06/2017,"0:39:19"",""69.2"",""15.5"""
"""","1497832760"",""",19/06/2017,"0:39:20"",""69.2"",""15.5"""
"""","1497832761"",""",19/06/2017,"0:39:21"",""69.2"",""15.5"""
"""","1497832762"",""",19/06/2017,"0:39:22"",""69.2"",""15.5"""
"""","1497832763"",""",19/06/2017,"0:39:23"",""69.2"",""15.5"""
"""","1497832764"",""",19/06/2017,"0:39:24"",""69.2"",""15.5"""
"""","1497832765"",""",19/06/2017,"0:39:25"",""69.2"",""15.5"""
"""","1497832766"",""",19/06/2017,"0:39:26"",""69.2"",""15.5"""
"""","1497832767"",""",19/06/2017,"0:39:27"",""69.2"",""15.5"""
"""","1497832768"",""",19/06/2017,"0:39:28"",""69.2"",""15.5"""
"""","1497832769"",""",19/06/2017,"0:39:29"",""69.2"",""15.5"""
"""","1497832770"",""",19/06/2017,"0:39:30"",""69.2"",""15.5"""
"""","1497832771"",""",19/06/2017,"0:39:31"",""69.2"",""15.5"""
"""","1497832772"",""",19/06/2017,"0:39:32"",""69.2"",""15.5"""
"""","1497832773"",""",19/06/2017,"0:39:33"",""69.2"",""15.5"""
"""","1497832774"",""",19/06/2017,"0:39:34"",""69.2"",""15.5"""
"""","1497832775"",""",19/06/2017,"0:39:35"",""69.2"",""15.5"""
"""","1497832776"",""",19/06/2017,"0:39:36"",""69.2"",""15.5"""
"""","1497832777"",""",19/06/2017,"0:39:37"",""69.2"",""15.5"""
"""","1497832778"",""",19/06/2017,"0:39:38"",""69.2"",""15.5"""
"""","1497832779"",""",19/06/2017,"0:39:39"",""69.2"",""15.5"""
"""","1497832780"",""",19/06/2017,"0:39:40"",""69.2"",""15.5"""
"""","1497832781"",""",19/06/2017,"0:39:41"",""69.2"",""15.5"""
"""","1497832782"",""",19/06/2017,"0:39:42"",""69.2"",""15.5"""
"""","1497832783"",""",19/06/2017,"0:39:43"",""69.1"",""15.5"""
"""","1497832784"",""",19/06/2017,"0:39:44"",""69.1"",""15.5"""
"""","1497832785"",""",19/06/2017,"0:39:45"",""69.1"",""15.5"""
"""","1497832786"",""",19/06/2017,"0:39:46"",""69.1"",""15.5"""
"""","1497832787"",""",19/06/2017,"0:39:47"",""69.0"",""15.5"""
"""","1497832788"",""",19/06/2017,"0:39:48"",""69.0"",""15.5"""
"""","1497832789"",""",19/06/2017,"0:39:49"",""69.0"",""15.5"""
"""","1497832790"",""",19/06/2017,"0:39:50"",""69.0"",""15.5"""
"""","1497832791"",""",19/06/2017,"0:39:51"",""69.0"",""15.5"""
"""","1497832792"",""",19/06/2017,"0:39:52"",""69.0"",""15.5"""
"""","1497832793"",""",19/06/2017,"0:39:53"",""69.0"",""15.5"""
"""","1497832794"",""",19/06/2017,"0:39:54"",""69.0"",""15.5"""
"""","1497832795"",""",19/06/2017,"0:39:55"",""69.0"",""15.5"""
"""","1497832796"",""",19/06/2017,"0:39:56"",""69.0"",""15.5"""
"""","1497832797"",""",19/06/2017,"0:39:57"",""69.0"",""15.5"""
"""","1497832798"",""",19/06/2017,"0:39:58"",""69.0"",""15.5"""
"""","1497832799"",""",19/06/2017,"0:39:59"",""69.0"",""15.5"""
"""","1497832800"",""",19/06/2017,"0:40:0"",""69.0"",""15.5"""
"""","1497832801"",""",19/06/2017,"0:40:1"",""69.0"",""15.5"""
"""","1497832802"",""",19/06/2017,"0:40:2"",""69.0"",""15.5"""
"""","1497832803"",""",19/06/2017,"0:40:3"",""69.0"",""15.5"""
"""","1497832804"",""",19/06/2017,"0:40:4"",""69.0"",""15.5"""
"""","1497832805"",""",19/06/2017,"0:40:5"",""69.1"",""15.5"""
"""","1497832806"",""",19/06/2017,"0:40:6"",""69.1"",""15.5"""
"""","1497832807"",""",19/06/2017,"0:40:7"",""69.1"",""15.5"""
"""","1497832808"",""",19/06/2017,"0:40:8"",""69.1"",""15.5"""
"""","1497832809"",""",19/06/2017,"0:40:9"",""69.1"",""15.5"""
"""","1497832810"",""",19/06/2017,"0:40:10"",""69.2"",""15.5"""
"""","1497832811"",""",19/06/2017,"0:40:11"",""69.2"",""15.5"""
"""","1497832812"",""",19/06/2017,"0:40:12"",""69.2"",""15.5"""
"""","1497832813"",""",19/06/2017,"0:40:13"",""69.2"",""15.5"""
"""","1497832814"",""",19/06/2017,"0:40:14"",""69.2"",""15.5"""
"""","1497832815"",""",19/06/2017,"0:40:15"",""69.2"",""15.5"""
"""","1497832816"",""",19/06/2017,"0:40:16"",""69.2"",""15.5"""
"""","1497832817"",""",19/06/2017,"0:40:17"",""69.2"",""15.5"""
"""","1497832818"",""",19/06/2017,"0:40:18"",""69.2"",""15.5"""
"""","1497832819"",""",19/06/2017,"0:40:19"",""69.2"",""15.5"""
"""","1497832820"",""",19/06/2017,"0:40:20"",""69.2"",""15.5"""
"""","1497832821"",""",19/06/2017,"0:40:21"",""69.2"",""15.5"""
"""","1497832822"",""",19/06/2017,"0:40:22"",""69.2"",""15.5"""
"""","1497832823"",""",19/06/2017,"0:40:23"",""69.2"",""15.5"""
"""","1497832824"",""",19/06/2017,"0:40:24"",""69.2"",""15.5"""
"""","1497832825"",""",19/06/2017,"0:40:25"",""69.1"",""15.5"""
"""","1497832826"",""",19/06/2017,"0:40:26"",""69.1"",""15.5"""
"""","1497832827"",""",19/06/2017,"0:40:27"",""69.1"",""15.5"""
"""","1497832828"",""",19/06/2017,"0:40:28"",""69.1"",""15.5"""
"""","1497832829"",""",19/06/2017,"0:40:29"",""69.1"",""15.5"""
"""","1497832830"",""",19/06/2017,"0:40:30"",""69.1"",""15.5"""
"""","1497832831"",""",19/06/2017,"0:40:31"",""69.1"",""15.5"""
"""","1497832832"",""",19/06/2017,"0:40:32"",""69.0"",""15.5"""
"""","1497832833"",""",19/06/2017,"0:40:33"",""69.0"",""15.5"""
"""","1497832834"",""",19/06/2017,"0:40:34"",""69.0"",""15.5"""
"""","1497832835"",""",19/06/2017,"0:40:35"",""69.0"",""15.5"""
"""","1497832836"",""",19/06/2017,"0:40:36"",""69.0"",""15.5"""
"""","1497832837"",""",19/06/2017,"0:40:37"",""69.0"",""15.5"""
"""","1497832838"",""",19/06/2017,"0:40:38"",""69.1"",""15.5"""
"""","1497832839"",""",19/06/2017,"0:40:39"",""69.1"",""15.5"""
"""","1497832840"",""",19/06/2017,"0:40:40"",""69.1"",""15.5"""
"""","1497832841"",""",19/06/2017,"0:40:41"",""69.1"",""15.5"""
"""","1497832842"",""",19/06/2017,"0:40:42"",""69.1"",""15.5"""
"""","1497832843"",""",19/06/2017,"0:40:43"",""69.1"",""15.5"""
"""","1497832844"",""",19/06/2017,"0:40:44"",""69.1"",""15.5"""
"""","1497832845"",""",19/06/2017,"0:40:45"",""69.2"",""15.5"""
"""","1497832846"",""",19/06/2017,"0:40:46"",""69.2"",""15.5"""
"""","1497832847"",""",19/06/2017,"0:40:47"",""69.2"",""15.5"""
"""","1497832848"",""",19/06/2017,"0:40:48"",""69.2"",""15.5"""
"""","1497832849"",""",19/06/2017,"0:40:49"",""69.2"",""15.5"""
"""","1497832850"",""",19/06/2017,"0:40:50"",""69.2"",""15.5"""
"""","1497832851"",""",19/06/2017,"0:40:51"",""69.2"",""15.5"""
"""","1497832852"",""",19/06/2017,"0:40:52"",""69.2"",""15.5"""
"""","1497832853"",""",19/06/2017,"0:40:53"",""69.3"",""15.5"""
"""","1497832854"",""",19/06/2017,"0:40:54"",""69.3"",""15.5"""
"""","1497832855"",""",19/06/2017,"0:40:55"",""69.3"",""15.5"""
"""","1497832856"",""",19/06/2017,"0:40:56"",""69.4"",""15.5"""
"""","1497832857"",""",19/06/2017,"0:40:57"",""69.4"",""15.5"""
"""","1497832858"",""",19/06/2017,"0:40:58"",""69.4"",""15.5"""
"""","1497832859"",""",19/06/2017,"0:40:59"",""69.4"",""15.5"""
"""","1497832860"",""",19/06/2017,"0:41:0"",""69.4"",""15.5"""
"""","1497832861"",""",19/06/2017,"0:41:1"",""69.4"",""15.5"""
"""","1497832862"",""",19/06/2017,"0:41:2"",""69.4"",""15.5"""
"""","1497832863"",""",19/06/2017,"0:41:3"",""69.3"",""15.5"""
"""","1497832864"",""",19/06/2017,"0:41:4"",""69.3"",""15.5"""
"""","1497832865"",""",19/06/2017,"0:41:5"",""69.3"",""15.5"""
"""","1497832866"",""",19/06/2017,"0:41:6"",""69.3"",""15.5"""
"""","1497832867"",""",19/06/2017,"0:41:7"",""69.2"",""15.5"""
"""","1497832868"",""",19/06/2017,"0:41:8"",""69.2"",""15.5"""
"""","1497832869"",""",19/06/2017,"0:41:9"",""69.2"",""15.5"""
"""","1497832870"",""",19/06/2017,"0:41:10"",""69.2"",""15.5"""
"""","1497832871"",""",19/06/2017,"0:41:11"",""69.2"",""15.5"""
"""","1497832872"",""",19/06/2017,"0:41:12"",""69.2"",""15.5"""
"""","1497832873"",""",19/06/2017,"0:41:13"",""69.2"",""15.5"""
"""","1497832874"",""",19/06/2017,"0:41:14"",""69.1"",""15.5"""
"""","1497832875"",""",19/06/2017,"0:41:15"",""69.1"",""15.5"""
"""","1497832876"",""",19/06/2017,"0:41:16"",""69.1"",""15.5"""
"""","1497832877"",""",19/06/2017,"0:41:17"",""69.1"",""15.5"""
"""","1497832878"",""",19/06/2017,"0:41:18"",""69.1"",""15.5"""
"""","1497832879"",""",19/06/2017,"0:41:19"",""69.1"",""15.5"""
"""","1497832880"",""",19/06/2017,"0:41:20"",""69.1"",""15.5"""
"""","1497832881"",""",19/06/2017,"0:41:21"",""69.1"",""15.5"""
"""","1497832882"",""",19/06/2017,"0:41:22"",""69.1"",""15.5"""
"""","1497832883"",""",19/06/2017,"0:41:23"",""69.1"",""15.5"""
"""","1497832884"",""",19/06/2017,"0:41:24"",""69.1"",""15.5"""
"""","1497832885"",""",19/06/2017,"0:41:25"",""69.1"",""15.5"""
"""","1497832886"",""",19/06/2017,"0:41:26"",""69.2"",""15.5"""
"""","1497832887"",""",19/06/2017,"0:41:27"",""69.2"",""15.5"""
"""","1497832888"",""",19/06/2017,"0:41:28"",""69.2"",""15.5"""
"""","1497832889"",""",19/06/2017,"0:41:29"",""69.2"",""15.5"""
"""","1497832890"",""",19/06/2017,"0:41:30"",""69.2"",""15.5"""
"""","1497832891"",""",19/06/2017,"0:41:31"",""69.2"",""15.5"""
"""","1497832892"",""",19/06/2017,"0:41:32"",""69.2"",""15.5"""
"""","1497832893"",""",19/06/2017,"0:41:33"",""69.3"",""15.5"""
"""","1497832894"",""",19/06/2017,"0:41:34"",""69.3"",""15.5"""
"""","1497832895"",""",19/06/2017,"0:41:35"",""69.3"",""15.5"""
"""","1497832896"",""",19/06/2017,"0:41:36"",""69.3"",""15.5"""
"""","1497832897"",""",19/06/2017,"0:41:37"",""69.4"",""15.5"""
"""","1497832898"",""",19/06/2017,"0:41:38"",""69.4"",""15.5"""
"""","1497832899"",""",19/06/2017,"0:41:39"",""69.4"",""15.5"""
"""","1497832900"",""",19/06/2017,"0:41:40"",""69.4"",""15.5"""
"""","1497832901"",""",19/06/2017,"0:41:41"",""69.4"",""15.5"""
"""","1497832902"",""",19/06/2017,"0:41:42"",""69.4"",""15.5"""
"""","1497832903"",""",19/06/2017,"0:41:43"",""69.4"",""15.5"""
"""","1497832904"",""",19/06/2017,"0:41:44"",""69.4"",""15.5"""
"""","1497832905"",""",19/06/2017,"0:41:45"",""69.4"",""15.5"""
"""","1497832906"",""",19/06/2017,"0:41:46"",""69.4"",""15.5"""
"""","1497832907"",""",19/06/2017,"0:41:47"",""69.4"",""15.5"""
"""","1497832908"",""",19/06/2017,"0:41:48"",""69.4"",""15.5"""
"""","1497832909"",""",19/06/2017,"0:41:49"",""69.4"",""15.5"""
"""","1497832910"",""",19/06/2017,"0:41:50"",""69.4"",""15.5"""
"""","1497832911"",""",19/06/2017,"0:41:51"",""69.3"",""15.5"""
"""","1497832912"",""",19/06/2017,"0:41:52"",""69.3"",""15.5"""
"""","1497832913"",""",19/06/2017,"0:41:53"",""69.3"",""15.5"""
"""","1497832914"",""",19/06/2017,"0:41:54"",""69.3"",""15.5"""
"""","1497832915"",""",19/06/2017,"0:41:55"",""69.3"",""15.5"""
"""","1497832916"",""",19/06/2017,"0:41:56"",""69.3"",""15.5"""
"""","1497832917"",""",19/06/2017,"0:41:57"",""69.3"",""15.5"""
"""","1497832918"",""",19/06/2017,"0:41:58"",""69.2"",""15.5"""
"""","1497832919"",""",19/06/2017,"0:41:59"",""69.2"",""15.5"""
"""","1497832920"",""",19/06/2017,"0:42:0"",""69.2"",""15.5"""
"""","1497832921"",""",19/06/2017,"0:42:1"",""69.2"",""15.5"""
"""","1497832922"",""",19/06/2017,"0:42:2"",""69.2"",""15.5"""
"""","1497832923"",""",19/06/2017,"0:42:3"",""69.2"",""15.5"""
"""","1497832924"",""",19/06/2017,"0:42:4"",""69.2"",""15.5"""
"""","1497832925"",""",19/06/2017,"0:42:5"",""69.2"",""15.5"""
"""","1497832926"",""",19/06/2017,"0:42:6"",""69.2"",""15.5"""
"""","1497832927"",""",19/06/2017,"0:42:7"",""69.2"",""15.5"""
"""","1497832928"",""",19/06/2017,"0:42:8"",""69.2"",""15.5"""
"""","1497832929"",""",19/06/2017,"0:42:9"",""69.2"",""15.5"""
"""","1497832930"",""",19/06/2017,"0:42:10"",""69.2"",""15.5"""
"""","1497832931"",""",19/06/2017,"0:42:11"",""69.2"",""15.5"""
"""","1497832932"",""",19/06/2017,"0:42:12"",""69.2"",""15.5"""
"""","1497832933"",""",19/06/2017,"0:42:13"",""69.3"",""15.5"""
"""","1497832934"",""",19/06/2017,"0:42:14"",""69.3"",""15.5"""
"""","1497832935"",""",19/06/2017,"0:42:15"",""69.3"",""15.5"""
"""","1497832936"",""",19/06/2017,"0:42:16"",""69.3"",""15.5"""
"""","1497832937"",""",19/06/2017,"0:42:17"",""69.2"",""15.5"""
"""","1497832938"",""",19/06/2017,"0:42:18"",""69.2"",""15.5"""
"""","1497832939"",""",19/06/2017,"0:42:19"",""69.2"",""15.5"""
"""","1497832940"",""",19/06/2017,"0:42:20"",""69.2"",""15.5"""
"""","1497832941"",""",19/06/2017,"0:42:21"",""69.1"",""15.5"""
"""","1497832942"",""",19/06/2017,"0:42:22"",""69.1"",""15.5"""
"""","1497832943"",""",19/06/2017,"0:42:23"",""69.2"",""15.5"""
"""","1497832944"",""",19/06/2017,"0:42:24"",""69.2"",""15.5"""
"""","1497832945"",""",19/06/2017,"0:42:25"",""69.2"",""15.5"""
"""","1497832946"",""",19/06/2017,"0:42:26"",""69.2"",""15.5"""
"""","1497832947"",""",19/06/2017,"0:42:27"",""69.2"",""15.5"""
"""","1497832948"",""",19/06/2017,"0:42:28"",""69.2"",""15.5"""
"""","1497832949"",""",19/06/2017,"0:42:29"",""69.2"",""15.5"""
"""","1497832950"",""",19/06/2017,"0:42:30"",""69.2"",""15.5"""
"""","1497832951"",""",19/06/2017,"0:42:31"",""69.2"",""15.5"""
"""","1497832952"",""",19/06/2017,"0:42:32"",""69.2"",""15.5"""
"""","1497832953"",""",19/06/2017,"0:42:33"",""69.2"",""15.5"""
"""","1497832954"",""",19/06/2017,"0:42:34"",""69.2"",""15.5"""
"""","1497832955"",""",19/06/2017,"0:42:35"",""69.2"",""15.5"""
"""","1497832956"",""",19/06/2017,"0:42:36"",""69.2"",""15.5"""
"""","1497832957"",""",19/06/2017,"0:42:37"",""69.2"",""15.5"""
"""","1497832958"",""",19/06/2017,"0:42:38"",""69.2"",""15.5"""
"""","1497832959"",""",19/06/2017,"0:42:39"",""69.2"",""15.5"""
"""","1497832960"",""",19/06/2017,"0:42:40"",""69.0"",""15.4"""
"""","1497832961"",""",19/06/2017,"0:42:41"",""69.0"",""15.4"""
"""","1497832962"",""",19/06/2017,"0:42:42"",""69.2"",""15.5"""
"""","1497832963"",""",19/06/2017,"0:42:43"",""69.2"",""15.5"""
"""","1497832964"",""",19/06/2017,"0:42:44"",""69.2"",""15.5"""
"""","1497832965"",""",19/06/2017,"0:42:45"",""69.2"",""15.5"""
"""","1497832966"",""",19/06/2017,"0:42:46"",""69.2"",""15.5"""
"""","1497832967"",""",19/06/2017,"0:42:47"",""69.2"",""15.5"""
"""","1497832968"",""",19/06/2017,"0:42:48"",""69.2"",""15.5"""
"""","1497832969"",""",19/06/2017,"0:42:49"",""69.2"",""15.5"""
"""","1497832970"",""",19/06/2017,"0:42:50"",""69.2"",""15.5"""
"""","1497832971"",""",19/06/2017,"0:42:51"",""69.2"",""15.5"""
"""","1497832972"",""",19/06/2017,"0:42:52"",""69.2"",""15.5"""
"""","1497832973"",""",19/06/2017,"0:42:53"",""69.2"",""15.5"""
"""","1497832974"",""",19/06/2017,"0:42:54"",""69.2"",""15.5"""
"""","1497832975"",""",19/06/2017,"0:42:55"",""69.2"",""15.5"""
"""","1497832976"",""",19/06/2017,"0:42:56"",""69.2"",""15.5"""
"""","1497832977"",""",19/06/2017,"0:42:57"",""69.2"",""15.5"""
"""","1497832978"",""",19/06/2017,"0:42:58"",""69.2"",""15.5"""
"""","1497832979"",""",19/06/2017,"0:42:59"",""69.2"",""15.5"""
"""","1497832980"",""",19/06/2017,"0:43:0"",""69.3"",""15.5"""
"""","1497832981"",""",19/06/2017,"0:43:1"",""69.3"",""15.5"""
"""","1497832982"",""",19/06/2017,"0:43:2"",""69.3"",""15.5"""
"""","1497832983"",""",19/06/2017,"0:43:3"",""69.3"",""15.5"""
"""","1497832984"",""",19/06/2017,"0:43:4"",""69.3"",""15.5"""
"""","1497832985"",""",19/06/2017,"0:43:5"",""69.3"",""15.5"""
"""","1497832986"",""",19/06/2017,"0:43:6"",""69.3"",""15.5"""
"""","1497832987"",""",19/06/2017,"0:43:7"",""69.3"",""15.5"""
"""","1497832988"",""",19/06/2017,"0:43:8"",""69.3"",""15.5"""
"""","1497832989"",""",19/06/2017,"0:43:9"",""69.2"",""15.5"""
"""","1497832990"",""",19/06/2017,"0:43:10"",""69.2"",""15.5"""
"""","1497832991"",""",19/06/2017,"0:43:11"",""69.2"",""15.5"""
"""","1497832992"",""",19/06/2017,"0:43:12"",""69.2"",""15.5"""
"""","1497832993"",""",19/06/2017,"0:43:13"",""69.3"",""15.5"""
"""","1497832994"",""",19/06/2017,"0:43:14"",""69.3"",""15.5"""
"""","1497832995"",""",19/06/2017,"0:43:15"",""69.2"",""15.4"""
"""","1497832996"",""",19/06/2017,"0:43:16"",""69.2"",""15.4"""
"""","1497832997"",""",19/06/2017,"0:43:17"",""69.2"",""15.4"""
"""","1497832998"",""",19/06/2017,"0:43:18"",""69.2"",""15.5"""
"""","1497832999"",""",19/06/2017,"0:43:19"",""69.2"",""15.5"""
"""","1497833000"",""",19/06/2017,"0:43:20"",""69.2"",""15.5"""
"""","1497833001"",""",19/06/2017,"0:43:21"",""69.2"",""15.5"""
"""","1497833002"",""",19/06/2017,"0:43:22"",""69.1"",""15.5"""
"""","1497833003"",""",19/06/2017,"0:43:23"",""69.1"",""15.5"""
"""","1497833004"",""",19/06/2017,"0:43:24"",""69.1"",""15.5"""
"""","1497833005"",""",19/06/2017,"0:43:25"",""69.1"",""15.5"""
"""","1497833006"",""",19/06/2017,"0:43:26"",""69.1"",""15.5"""
"""","1497833007"",""",19/06/2017,"0:43:27"",""69.2"",""15.5"""
"""","1497833008"",""",19/06/2017,"0:43:28"",""69.2"",""15.5"""
"""","1497833009"",""",19/06/2017,"0:43:29"",""69.2"",""15.5"""
"""","1497833010"",""",19/06/2017,"0:43:30"",""69.2"",""15.5"""
"""","1497833011"",""",19/06/2017,"0:43:31"",""69.1"",""15.4"""
"""","1497833012"",""",19/06/2017,"0:43:32"",""69.1"",""15.4"""
"""","1497833013"",""",19/06/2017,"0:43:33"",""69.1"",""15.4"""
"""","1497833014"",""",19/06/2017,"0:43:34"",""69.2"",""15.5"""
"""","1497833015"",""",19/06/2017,"0:43:35"",""69.2"",""15.5"""
"""","1497833016"",""",19/06/2017,"0:43:36"",""69.1"",""15.5"""
"""","1497833017"",""",19/06/2017,"0:43:37"",""69.1"",""15.5"""
"""","1497833018"",""",19/06/2017,"0:43:38"",""69.1"",""15.5"""
"""","1497833019"",""",19/06/2017,"0:43:39"",""69.1"",""15.5"""
"""","1497833020"",""",19/06/2017,"0:43:40"",""69.1"",""15.5"""
"""","1497833021"",""",19/06/2017,"0:43:41"",""69.1"",""15.5"""
"""","1497833022"",""",19/06/2017,"0:43:42"",""69.1"",""15.5"""
"""","1497833023"",""",19/06/2017,"0:43:43"",""69.1"",""15.5"""
"""","1497833024"",""",19/06/2017,"0:43:44"",""69.1"",""15.5"""
"""","1497833025"",""",19/06/2017,"0:43:45"",""69.2"",""15.5"""
"""","1497833026"",""",19/06/2017,"0:43:46"",""69.2"",""15.5"""
"""","1497833027"",""",19/06/2017,"0:43:47"",""69.2"",""15.5"""
"""","1497833028"",""",19/06/2017,"0:43:48"",""69.2"",""15.5"""
"""","1497833029"",""",19/06/2017,"0:43:49"",""69.2"",""15.5"""
"""","1497833030"",""",19/06/2017,"0:43:50"",""69.1"",""15.4"""
"""","1497833031"",""",19/06/2017,"0:43:51"",""69.1"",""15.4"""
"""","1497833032"",""",19/06/2017,"0:43:52"",""69.2"",""15.5"""
"""","1497833033"",""",19/06/2017,"0:43:53"",""69.2"",""15.5"""
"""","1497833034"",""",19/06/2017,"0:43:54"",""69.1"",""15.4"""
"""","1497833035"",""",19/06/2017,"0:43:55"",""69.1"",""15.4"""
"""","1497833036"",""",19/06/2017,"0:43:56"",""69.1"",""15.4"""
"""","1497833037"",""",19/06/2017,"0:43:57"",""69.0"",""15.4"""
"""","1497833038"",""",19/06/2017,"0:43:58"",""69.0"",""15.4"""
"""","1497833039"",""",19/06/2017,"0:43:59"",""69.2"",""15.5"""
"""","1497833040"",""",19/06/2017,"0:44:0"",""69.2"",""15.5"""
"""","1497833041"",""",19/06/2017,"0:44:1"",""69.1"",""15.4"""
"""","1497833042"",""",19/06/2017,"0:44:2"",""69.1"",""15.4"""
"""","1497833043"",""",19/06/2017,"0:44:3"",""69.1"",""15.4"""
"""","1497833044"",""",19/06/2017,"0:44:4"",""69.1"",""15.4"""
"""","1497833045"",""",19/06/2017,"0:44:5"",""69.1"",""15.4"""
"""","1497833046"",""",19/06/2017,"0:44:6"",""69.1"",""15.4"""
"""","1497833047"",""",19/06/2017,"0:44:7"",""69.1"",""15.4"""
"""","1497833048"",""",19/06/2017,"0:44:8"",""69.0"",""15.4"""
"""","1497833049"",""",19/06/2017,"0:44:9"",""69.0"",""15.4"""
"""","1497833050"",""",19/06/2017,"0:44:10"",""69.0"",""15.4"""
"""","1497833051"",""",19/06/2017,"0:44:11"",""69.0"",""15.4"""
"""","1497833052"",""",19/06/2017,"0:44:12"",""69.0"",""15.4"""
"""","1497833053"",""",19/06/2017,"0:44:13"",""69.1"",""15.4"""
"""","1497833054"",""",19/06/2017,"0:44:14"",""69.1"",""15.4"""
"""","1497833055"",""",19/06/2017,"0:44:15"",""69.1"",""15.4"""
"""","1497833056"",""",19/06/2017,"0:44:16"",""69.1"",""15.4"""
"""","1497833057"",""",19/06/2017,"0:44:17"",""69.1"",""15.4"""
"""","1497833058"",""",19/06/2017,"0:44:18"",""69.1"",""15.4"""
"""","1497833059"",""",19/06/2017,"0:44:19"",""69.2"",""15.4"""
"""","1497833060"",""",19/06/2017,"0:44:20"",""69.2"",""15.4"""
"""","1497833061"",""",19/06/2017,"0:44:21"",""69.2"",""15.4"""
"""","1497833062"",""",19/06/2017,"0:44:22"",""69.2"",""15.4"""
"""","1497833063"",""",19/06/2017,"0:44:23"",""69.2"",""15.4"""
"""","1497833064"",""",19/06/2017,"0:44:24"",""69.2"",""15.4"""
"""","1497833065"",""",19/06/2017,"0:44:25"",""69.2"",""15.4"""
"""","1497833066"",""",19/06/2017,"0:44:26"",""69.2"",""15.4"""
"""","1497833067"",""",19/06/2017,"0:44:27"",""69.2"",""15.4"""
"""","1497833068"",""",19/06/2017,"0:44:28"",""69.2"",""15.4"""
"""","1497833069"",""",19/06/2017,"0:44:29"",""69.2"",""15.4"""
"""","1497833070"",""",19/06/2017,"0:44:30"",""69.2"",""15.4"""
"""","1497833071"",""",19/06/2017,"0:44:31"",""69.2"",""15.4"""
"""","1497833072"",""",19/06/2017,"0:44:32"",""69.2"",""15.4"""
"""","1497833073"",""",19/06/2017,"0:44:33"",""69.2"",""15.4"""
"""","1497833074"",""",19/06/2017,"0:44:34"",""69.2"",""15.4"""
"""","1497833075"",""",19/06/2017,"0:44:35"",""69.2"",""15.4"""
"""","1497833076"",""",19/06/2017,"0:44:36"",""69.2"",""15.4"""
"""","1497833077"",""",19/06/2017,"0:44:37"",""69.2"",""15.4"""
"""","1497833078"",""",19/06/2017,"0:44:38"",""69.2"",""15.4"""
"""","1497833079"",""",19/06/2017,"0:44:39"",""69.2"",""15.4"""
"""","1497833080"",""",19/06/2017,"0:44:40"",""69.2"",""15.4"""
"""","1497833081"",""",19/06/2017,"0:44:41"",""69.2"",""15.4"""
"""","1497833082"",""",19/06/2017,"0:44:42"",""69.2"",""15.4"""
"""","1497833083"",""",19/06/2017,"0:44:43"",""69.2"",""15.4"""
